epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
377,12153.9,0.11397,0.07856,0.03141,0.10048,0.84938,0.99975,1,0.995,0.94958,0.99975,1,0.995,0.96418,0.29294,0.1358,0.05009,0.17403,0.64521,0.00051104,0.00051104,0.00051104
378,12186.2,0.11795,0.08741,0.03009,0.10089,0.84291,0.99976,1,0.995,0.94979,0.99976,1,0.995,0.96857,0.29528,0.14143,0.05013,0.17164,0.64305,0.00050708,0.00050708,0.00050708
379,12218.3,0.12011,0.08622,0.02962,0.1055,0.85541,0.99975,1,0.995,0.9454,0.99975,1,0.995,0.97436,0.30503,0.14341,0.05314,0.18196,0.65344,0.00050312,0.00050312,0.00050312
380,12250.5,0.11909,0.08842,0.03169,0.10134,0.85241,0.99976,1,0.995,0.94652,0.99976,1,0.995,0.97242,0.29709,0.14416,0.05071,0.18331,0.64908,0.00049916,0.00049916,0.00049916
381,12282.7,0.11688,0.0803,0.03108,0.0997,0.84799,0.99975,1,0.995,0.94367,0.99975,1,0.995,0.97169,0.2896,0.14513,0.04882,0.17899,0.6422,0.0004952,0.0004952,0.0004952
382,12315,0.11535,0.07744,0.03046,0.10022,0.84352,0.99975,1,0.995,0.94758,0.99975,1,0.995,0.97283,0.2871,0.1477,0.0481,0.17827,0.6376,0.00049124,0.00049124,0.00049124
383,12347.1,0.11736,0.0917,0.03117,0.10189,0.84981,0.99976,1,0.995,0.94842,0.99976,1,0.995,0.97651,0.28533,0.14362,0.04871,0.17574,0.63795,0.00048728,0.00048728,0.00048728
384,12379.4,0.11353,0.09188,0.02947,0.09851,0.83408,0.99976,1,0.995,0.94924,0.99976,1,0.995,0.97726,0.28626,0.14024,0.05313,0.1755,0.64081,0.00048332,0.00048332,0.00048332
385,12411.8,0.11191,0.085,0.02856,0.09808,0.84726,1,1,0.995,0.94583,1,1,0.995,0.97405,0.2915,0.14202,0.05213,0.17782,0.64643,0.00047936,0.00047936,0.00047936
386,12444,0.11548,0.08616,0.03004,0.09811,0.85308,1,1,0.995,0.94395,1,1,0.995,0.97221,0.29457,0.14322,0.05427,0.18104,0.64971,0.0004754,0.0004754,0.0004754
387,12476,0.11551,0.08209,0.03062,0.09785,0.84659,1,1,0.995,0.94668,1,1,0.995,0.97254,0.29438,0.14819,0.05795,0.18074,0.64909,0.00047144,0.00047144,0.00047144
388,12508.3,0.11351,0.08116,0.02968,0.09884,0.8471,0.99976,1,0.995,0.94721,0.99976,1,0.995,0.97531,0.30093,0.15058,0.05804,0.18381,0.65625,0.00046748,0.00046748,0.00046748
389,12540.5,0.11432,0.07784,0.02952,0.09811,0.84062,0.99976,1,0.995,0.94889,0.99976,1,0.995,0.974,0.29691,0.15076,0.05685,0.1873,0.65301,0.00046352,0.00046352,0.00046352
390,12572.9,0.11603,0.08559,0.03235,0.09863,0.84506,0.99976,1,0.995,0.9384,0.99976,1,0.995,0.97834,0.29917,0.15449,0.05606,0.18611,0.6554,0.00045956,0.00045956,0.00045956
391,12605,0.11353,0.08001,0.03046,0.09853,0.85118,0.99976,1,0.995,0.94025,0.99976,1,0.995,0.97899,0.30544,0.1537,0.05623,0.19088,0.6628,0.0004556,0.0004556,0.0004556
392,12637.6,0.11622,0.08119,0.02916,0.1013,0.84328,0.99975,1,0.995,0.94466,0.99975,1,0.995,0.98004,0.30511,0.14687,0.05627,0.18771,0.66231,0.00045164,0.00045164,0.00045164
393,12670,0.10793,0.08758,0.03175,0.09602,0.83947,0.99975,1,0.995,0.94382,0.99975,1,0.995,0.98039,0.29743,0.14418,0.0553,0.18756,0.65506,0.00044768,0.00044768,0.00044768
394,12702.5,0.11673,0.09374,0.03031,0.10051,0.85247,0.99975,1,0.995,0.94201,0.99975,1,0.995,0.97642,0.299,0.1461,0.05623,0.18992,0.65971,0.00044372,0.00044372,0.00044372
395,12734.4,0.11316,0.08303,0.02962,0.0996,0.84622,0.99976,1,0.995,0.94852,0.99976,1,0.995,0.97617,0.29751,0.14915,0.05615,0.19576,0.65646,0.00043976,0.00043976,0.00043976
396,12766.9,0.10994,0.08226,0.02869,0.09532,0.84927,0.99975,1,0.995,0.94721,0.99975,1,0.995,0.97314,0.29216,0.14816,0.05517,0.18908,0.64835,0.0004358,0.0004358,0.0004358
397,12798.8,0.10821,0.07905,0.02831,0.09347,0.84741,0.99976,1,0.995,0.94396,0.99976,1,0.995,0.96884,0.2896,0.15058,0.05377,0.18759,0.6461,0.00043184,0.00043184,0.00043184
398,12831.3,0.1074,0.08499,0.0286,0.09261,0.84779,0.99976,1,0.995,0.94539,0.99976,1,0.995,0.96608,0.2922,0.15366,0.0537,0.19018,0.64831,0.00042788,0.00042788,0.00042788
399,12863.4,0.11108,0.08368,0.03025,0.09746,0.84597,0.99976,1,0.995,0.93862,0.99976,1,0.995,0.96569,0.29703,0.15638,0.05595,0.19397,0.65123,0.00042392,0.00042392,0.00042392
400,12895.7,0.10681,0.07891,0.02893,0.09334,0.84364,1,1,0.995,0.94002,1,1,0.995,0.96642,0.29786,0.16038,0.05595,0.19818,0.65538,0.00041996,0.00041996,0.00041996
401,12927.8,0.10497,0.07388,0.02773,0.09385,0.84387,0.99976,1,0.995,0.94746,0.99976,1,0.995,0.96909,0.28757,0.1605,0.05906,0.19095,0.64904,0.000416,0.000416,0.000416
402,12960.2,0.10868,0.0738,0.02943,0.09502,0.84506,0.99976,1,0.995,0.9439,0.99976,1,0.995,0.97102,0.28433,0.15538,0.05871,0.18891,0.64376,0.00041204,0.00041204,0.00041204
403,12992.3,0.10678,0.07966,0.02816,0.09478,0.84693,0.99975,1,0.995,0.94376,0.99975,1,0.995,0.97618,0.28434,0.1511,0.0559,0.18824,0.64034,0.00040808,0.00040808,0.00040808
404,13024.6,0.11356,0.08643,0.03082,0.09841,0.8517,0.99975,1,0.995,0.94118,0.99975,1,0.995,0.97046,0.28813,0.15161,0.05554,0.19048,0.64415,0.00040412,0.00040412,0.00040412
405,13057,0.11126,0.07084,0.02962,0.09508,0.84505,0.99975,1,0.995,0.94352,0.99975,1,0.995,0.97264,0.29598,0.1503,0.05534,0.19547,0.65649,0.00040016,0.00040016,0.00040016
406,13089.4,0.10308,0.07626,0.02899,0.09212,0.84816,0.99976,1,0.995,0.94722,0.99976,1,0.995,0.97149,0.29171,0.151,0.05274,0.19205,0.65238,0.0003962,0.0003962,0.0003962
407,13121.4,0.10949,0.08061,0.02875,0.09587,0.84319,0.99975,1,0.995,0.94402,0.99975,1,0.995,0.96892,0.29258,0.15034,0.05181,0.19349,0.64956,0.00039224,0.00039224,0.00039224
408,13153.8,0.1045,0.07775,0.02844,0.09266,0.84872,0.99976,1,0.995,0.94243,0.99976,1,0.995,0.96872,0.28583,0.15538,0.05493,0.19293,0.64474,0.00038828,0.00038828,0.00038828
409,13185.8,0.10836,0.08083,0.02878,0.09417,0.8435,0.99976,1,0.995,0.94103,0.99976,1,0.995,0.97105,0.29043,0.15238,0.05485,0.19357,0.64584,0.00038432,0.00038432,0.00038432
410,13218,0.10805,0.07864,0.02889,0.0961,0.85363,0.99976,1,0.995,0.94428,0.99976,1,0.995,0.9746,0.29181,0.14938,0.05477,0.19264,0.64504,0.00038036,0.00038036,0.00038036
411,13249.3,0.10767,0.07426,0.02906,0.09467,0.84385,0.99976,1,0.995,0.94846,0.99976,1,0.995,0.97498,0.2846,0.14259,0.05297,0.18352,0.6365,0.0003764,0.0003764,0.0003764
412,13281.7,0.10478,0.07524,0.02824,0.09302,0.84655,0.99976,1,0.995,0.94935,0.99976,1,0.995,0.97395,0.28233,0.1435,0.05046,0.17973,0.63515,0.00037244,0.00037244,0.00037244
413,13313.9,0.10498,0.07517,0.02873,0.09323,0.84688,0.99975,1,0.995,0.95021,0.99975,1,0.995,0.97304,0.2803,0.14661,0.05134,0.18673,0.63796,0.00036848,0.00036848,0.00036848
414,13346.2,0.10542,0.0777,0.03225,0.08822,0.84289,0.99976,1,0.995,0.94804,0.99976,1,0.995,0.96941,0.27733,0.14478,0.05111,0.18352,0.6372,0.00036452,0.00036452,0.00036452
415,13378.3,0.10361,0.0735,0.02963,0.092,0.84535,0.99975,1,0.995,0.95011,0.99975,1,0.995,0.966,0.27943,0.1448,0.05141,0.18616,0.63737,0.00036056,0.00036056,0.00036056
416,13410.2,0.10307,0.08048,0.0293,0.09175,0.83643,0.99976,1,0.995,0.9532,0.99976,1,0.995,0.9666,0.27873,0.14318,0.05244,0.1827,0.63271,0.0003566,0.0003566,0.0003566
417,13442.5,0.10499,0.07059,0.02997,0.09348,0.84147,0.99976,1,0.995,0.95185,0.99976,1,0.995,0.97158,0.28147,0.13586,0.05221,0.18335,0.63616,0.00035264,0.00035264,0.00035264
418,13474.8,0.10279,0.07288,0.02728,0.09338,0.83851,0.99976,1,0.995,0.95131,0.99976,1,0.995,0.96822,0.2809,0.13509,0.05294,0.18214,0.63826,0.00034868,0.00034868,0.00034868
419,13507,0.09874,0.06801,0.02817,0.08953,0.84147,0.99976,1,0.995,0.94737,0.99976,1,0.995,0.97334,0.28144,0.13563,0.05279,0.18202,0.64057,0.00034472,0.00034472,0.00034472
420,13539.2,0.10198,0.07358,0.02897,0.08975,0.84581,0.99976,1,0.995,0.94253,0.99976,1,0.995,0.97444,0.28267,0.13867,0.05375,0.1801,0.64171,0.00034076,0.00034076,0.00034076
421,13571.4,0.10499,0.07302,0.0273,0.09122,0.83788,0.99976,1,0.995,0.94269,0.99976,1,0.995,0.97199,0.28269,0.13755,0.05479,0.18061,0.6397,0.0003368,0.0003368,0.0003368
422,13603.7,0.10275,0.06847,0.02857,0.09355,0.84219,0.99976,1,0.995,0.94858,0.99976,1,0.995,0.97342,0.28254,0.13846,0.05428,0.18303,0.63785,0.00033284,0.00033284,0.00033284
423,13635.9,0.10063,0.069,0.02824,0.09038,0.84556,0.99976,1,0.995,0.95166,0.99976,1,0.995,0.97924,0.28029,0.13499,0.05046,0.18365,0.634,0.00032888,0.00032888,0.00032888
424,13669.9,0.09905,0.06954,0.02931,0.08843,0.84607,0.99976,1,0.995,0.9521,0.99976,1,0.995,0.97606,0.28164,0.13196,0.04904,0.18313,0.63357,0.00032492,0.00032492,0.00032492
425,13701.7,0.09962,0.07651,0.02823,0.08794,0.84583,0.99975,1,0.995,0.95288,0.99975,1,0.995,0.97986,0.28467,0.13205,0.04825,0.17962,0.63585,0.00032096,0.00032096,0.00032096
426,13735.6,0.09947,0.06202,0.02832,0.0902,0.84387,0.99975,1,0.995,0.95481,0.99975,1,0.995,0.97759,0.28358,0.12859,0.04835,0.17515,0.63441,0.000317,0.000317,0.000317
427,13767.8,0.09908,0.0612,0.02655,0.08637,0.85015,0.99976,1,0.995,0.95167,0.99976,1,0.995,0.97723,0.28142,0.12657,0.04677,0.17399,0.63443,0.00031304,0.00031304,0.00031304
428,13800.1,0.09881,0.07026,0.0276,0.08947,0.83895,0.99976,1,0.995,0.95151,0.99976,1,0.995,0.9796,0.28079,0.12916,0.04652,0.17007,0.63545,0.00030908,0.00030908,0.00030908
429,13832.5,0.09929,0.06861,0.02712,0.08913,0.83953,0.99976,1,0.995,0.95159,0.99976,1,0.995,0.97336,0.28219,0.1334,0.0464,0.17051,0.63624,0.00030512,0.00030512,0.00030512
430,13864.8,0.09689,0.06664,0.02674,0.08606,0.8448,0.99976,1,0.995,0.94978,0.99976,1,0.995,0.9694,0.28018,0.13429,0.04701,0.16806,0.63426,0.00030116,0.00030116,0.00030116
431,13896.8,0.09898,0.06907,0.02756,0.08886,0.84051,0.99976,1,0.995,0.95115,0.99976,1,0.995,0.97362,0.27538,0.13204,0.04556,0.16495,0.62902,0.0002972,0.0002972,0.0002972
432,13929.2,0.09776,0.07008,0.02847,0.08749,0.84273,0.99976,1,0.995,0.94976,0.99976,1,0.995,0.97185,0.27498,0.13011,0.04596,0.16762,0.62726,0.00029324,0.00029324,0.00029324
433,13961.6,0.0971,0.06435,0.02722,0.0864,0.8327,0.99975,1,0.995,0.95016,0.99975,1,0.995,0.97639,0.27561,0.13107,0.04709,0.1693,0.62842,0.00028928,0.00028928,0.00028928
434,13994,0.09944,0.06529,0.02667,0.08923,0.84599,0.99976,1,0.995,0.94935,0.99976,1,0.995,0.97838,0.28067,0.13111,0.04753,0.1747,0.63288,0.00028532,0.00028532,0.00028532
435,14026.2,0.09823,0.06812,0.02694,0.08541,0.84483,0.99976,1,0.995,0.95145,0.99976,1,0.995,0.97694,0.27997,0.13305,0.04771,0.17714,0.6335,0.00028136,0.00028136,0.00028136
436,14058.7,0.09423,0.06826,0.02897,0.08514,0.8438,0.99976,1,0.995,0.95067,0.99976,1,0.995,0.97888,0.28381,0.13138,0.04748,0.17807,0.63736,0.0002774,0.0002774,0.0002774
437,14090.8,0.09177,0.06875,0.02738,0.08512,0.84295,0.99976,1,0.995,0.94911,0.99976,1,0.995,0.98062,0.28374,0.13092,0.04676,0.17458,0.63705,0.00027344,0.00027344,0.00027344
438,14123.4,0.09287,0.06818,0.02699,0.08383,0.84729,0.99976,1,0.995,0.95147,0.99976,1,0.995,0.98205,0.28155,0.1294,0.04665,0.17706,0.63478,0.00026948,0.00026948,0.00026948
439,14157.5,0.09371,0.06924,0.02769,0.08625,0.84066,0.99976,1,0.995,0.95228,0.99976,1,0.995,0.98228,0.2787,0.1278,0.04688,0.17401,0.63304,0.00026552,0.00026552,0.00026552
440,14191,0.09368,0.07645,0.0286,0.08538,0.84103,0.99976,1,0.995,0.95308,0.99976,1,0.995,0.97784,0.27686,0.12879,0.0462,0.17197,0.63131,0.00026156,0.00026156,0.00026156
441,14222.8,0.09223,0.06729,0.02832,0.0855,0.83982,0.99976,1,0.995,0.95443,0.99976,1,0.995,0.9787,0.27369,0.1323,0.04642,0.17521,0.62709,0.0002576,0.0002576,0.0002576
442,14254.5,0.09114,0.0663,0.02779,0.08305,0.84614,0.99975,1,0.995,0.95448,0.99975,1,0.995,0.97528,0.2715,0.13509,0.04635,0.17463,0.62586,0.00025364,0.00025364,0.00025364
443,14287,0.09633,0.06717,0.0276,0.08457,0.84542,0.99976,1,0.995,0.95671,0.99976,1,0.995,0.97175,0.27208,0.13539,0.04678,0.1753,0.62734,0.00024968,0.00024968,0.00024968
444,14318.8,0.09028,0.07016,0.02904,0.08188,0.83943,0.99976,1,0.995,0.95679,0.99976,1,0.995,0.97195,0.27503,0.13739,0.04845,0.17432,0.63027,0.00024572,0.00024572,0.00024572
445,14351.2,0.08988,0.0606,0.02476,0.08309,0.83569,0.99976,1,0.995,0.95617,0.99976,1,0.995,0.97176,0.27614,0.13647,0.04753,0.1747,0.63031,0.00024176,0.00024176,0.00024176
446,14382.9,0.09178,0.06552,0.02705,0.08404,0.84306,0.99976,1,0.995,0.95545,0.99976,1,0.995,0.96999,0.27499,0.1355,0.04837,0.17634,0.63046,0.0002378,0.0002378,0.0002378
447,14415.5,0.09421,0.05919,0.02678,0.08408,0.84133,0.99976,1,0.995,0.95439,0.99976,1,0.995,0.97086,0.27315,0.1336,0.04782,0.17502,0.62832,0.00023384,0.00023384,0.00023384
448,14447.3,0.09225,0.06046,0.02669,0.08253,0.83914,0.99976,1,0.995,0.95505,0.99976,1,0.995,0.97233,0.27344,0.13125,0.04652,0.17431,0.62841,0.00022988,0.00022988,0.00022988
449,14479.7,0.09344,0.06601,0.02735,0.08446,0.84543,0.99975,1,0.995,0.95125,0.99975,1,0.995,0.9714,0.27401,0.13092,0.04503,0.17595,0.62906,0.00022592,0.00022592,0.00022592
450,14511.7,0.09473,0.06102,0.02554,0.08423,0.84383,0.99975,1,0.995,0.95414,0.99975,1,0.995,0.97166,0.27446,0.12794,0.04578,0.18119,0.62968,0.00022196,0.00022196,0.00022196
451,14543.9,0.09467,0.06114,0.02837,0.08363,0.85081,0.99975,1,0.995,0.95131,0.99975,1,0.995,0.97477,0.27663,0.12694,0.04678,0.18229,0.63241,0.000218,0.000218,0.000218
452,14575.6,0.09134,0.06579,0.0257,0.0823,0.83104,0.99976,1,0.995,0.95272,0.99976,1,0.995,0.97339,0.27571,0.12641,0.0464,0.18208,0.63141,0.00021404,0.00021404,0.00021404
453,14607.9,0.0867,0.05733,0.02664,0.07949,0.85123,0.99976,1,0.995,0.95344,0.99976,1,0.995,0.97462,0.275,0.12527,0.04657,0.18517,0.63062,0.00021008,0.00021008,0.00021008
454,14639.8,0.09336,0.05954,0.02629,0.08329,0.83742,0.99976,1,0.995,0.95435,0.99976,1,0.995,0.97537,0.27582,0.127,0.04574,0.18666,0.63217,0.00020612,0.00020612,0.00020612
455,14672.1,0.08928,0.06293,0.02609,0.07976,0.83618,0.99975,1,0.995,0.94899,0.99975,1,0.995,0.97444,0.27572,0.12951,0.04784,0.18624,0.6317,0.00020216,0.00020216,0.00020216
456,14704,0.08904,0.0619,0.02438,0.08128,0.83481,0.99975,1,0.995,0.94934,0.99975,1,0.995,0.97585,0.27781,0.12984,0.04855,0.18746,0.63448,0.0001982,0.0001982,0.0001982
457,14736.3,0.08533,0.06299,0.02473,0.08047,0.83875,0.99975,1,0.995,0.95191,0.99975,1,0.995,0.9778,0.27671,0.12837,0.04803,0.18779,0.6337,0.00019424,0.00019424,0.00019424
458,14768.3,0.08715,0.06392,0.0258,0.08308,0.83469,0.99976,1,0.995,0.95524,0.99976,1,0.995,0.97607,0.27667,0.12684,0.04812,0.18763,0.63336,0.00019028,0.00019028,0.00019028
459,14800.5,0.08814,0.05505,0.02651,0.08082,0.83557,0.99975,1,0.995,0.95506,0.99975,1,0.995,0.97566,0.27596,0.12672,0.04781,0.1857,0.63093,0.00018632,0.00018632,0.00018632
460,14831.9,0.08584,0.06131,0.02523,0.08163,0.84148,0.99975,1,0.995,0.95181,0.99975,1,0.995,0.97593,0.27568,0.12732,0.04801,0.18578,0.62997,0.00018236,0.00018236,0.00018236
461,14864,0.08926,0.0609,0.02512,0.082,0.84131,0.99975,1,0.995,0.95298,0.99975,1,0.995,0.97612,0.27543,0.12652,0.04861,0.18856,0.6291,0.0001784,0.0001784,0.0001784
462,14895.8,0.0849,0.0574,0.02631,0.07961,0.84775,0.99975,1,0.995,0.94911,0.99975,1,0.995,0.97657,0.27608,0.12621,0.04785,0.18991,0.63063,0.00017444,0.00017444,0.00017444
463,14928.5,0.08427,0.06259,0.02754,0.07892,0.8366,0.99975,1,0.995,0.94811,0.99975,1,0.995,0.9763,0.27679,0.12459,0.04756,0.18759,0.63172,0.00017048,0.00017048,0.00017048
464,14960.5,0.08702,0.05968,0.02459,0.07914,0.84009,0.99976,1,0.995,0.94894,0.99976,1,0.995,0.97553,0.27706,0.12323,0.04653,0.18509,0.63328,0.00016652,0.00016652,0.00016652
465,14992.9,0.08489,0.05236,0.02609,0.07949,0.8473,0.99976,1,0.995,0.95053,0.99976,1,0.995,0.9742,0.27689,0.12343,0.0468,0.18738,0.63463,0.00016256,0.00016256,0.00016256
466,15024.7,0.08113,0.05745,0.02555,0.0781,0.83038,0.99975,1,0.995,0.95224,0.99975,1,0.995,0.9757,0.27862,0.12317,0.04622,0.18998,0.63726,0.0001586,0.0001586,0.0001586
467,15057.3,0.08439,0.05961,0.0258,0.0779,0.84125,0.99976,1,0.995,0.95145,0.99976,1,0.995,0.97941,0.27663,0.12319,0.0456,0.18843,0.63627,0.00015464,0.00015464,0.00015464
468,15089.2,0.08206,0.05433,0.02487,0.0762,0.83992,0.99976,1,0.995,0.95127,0.99976,1,0.995,0.97726,0.27555,0.12299,0.04586,0.18626,0.63428,0.00015068,0.00015068,0.00015068
469,15121.6,0.08339,0.05185,0.02579,0.07687,0.84488,0.99976,1,0.995,0.95262,0.99976,1,0.995,0.97593,0.27551,0.12297,0.04592,0.1864,0.63356,0.00014672,0.00014672,0.00014672
470,15153.5,0.08129,0.05808,0.02696,0.07739,0.84281,0.99976,1,0.995,0.95093,0.99976,1,0.995,0.98066,0.2753,0.12286,0.04675,0.18715,0.63384,0.00014276,0.00014276,0.00014276
471,15186.1,0.08145,0.05426,0.0253,0.0773,0.84219,0.99976,1,0.995,0.95126,0.99976,1,0.995,0.98065,0.27422,0.12132,0.04741,0.18723,0.63237,0.0001388,0.0001388,0.0001388
472,15217.8,0.08443,0.06428,0.02582,0.07756,0.84025,0.99976,1,0.995,0.95211,0.99976,1,0.995,0.98092,0.27295,0.11969,0.04756,0.1871,0.63055,0.00013484,0.00013484,0.00013484
473,15250.2,0.08251,0.05848,0.0261,0.07687,0.8429,0.99976,1,0.995,0.95345,0.99976,1,0.995,0.9818,0.2708,0.11771,0.04708,0.18094,0.62732,0.00013088,0.00013088,0.00013088
474,15284.1,0.08131,0.05983,0.02696,0.07752,0.83196,0.99976,1,0.995,0.95483,0.99976,1,0.995,0.98008,0.27041,0.11632,0.04662,0.17596,0.62571,0.00012692,0.00012692,0.00012692
475,15316.4,0.08291,0.05389,0.02449,0.07935,0.82931,0.99975,1,0.995,0.95537,0.99975,1,0.995,0.97854,0.27013,0.11498,0.04603,0.17565,0.6262,0.00012296,0.00012296,0.00012296
476,15348.2,0.08082,0.05052,0.02537,0.07619,0.83865,0.99975,1,0.995,0.9555,0.99975,1,0.995,0.97805,0.26986,0.11447,0.04545,0.1762,0.62656,0.000119,0.000119,0.000119
477,15380.4,0.0823,0.05748,0.02625,0.07689,0.83162,0.99975,1,0.995,0.95423,0.99975,1,0.995,0.97972,0.26937,0.11468,0.04505,0.17639,0.62632,0.00011504,0.00011504,0.00011504
478,15412.2,0.08065,0.05631,0.02615,0.076,0.83492,0.99975,1,0.995,0.95454,0.99975,1,0.995,0.98093,0.26965,0.11477,0.04492,0.17647,0.6262,0.00011108,0.00011108,0.00011108
479,15445.9,0.08249,0.05284,0.02568,0.07689,0.83987,0.99975,1,0.995,0.9511,0.99975,1,0.995,0.98108,0.27087,0.11597,0.04552,0.1765,0.62659,0.00010712,0.00010712,0.00010712
480,15478.4,0.08052,0.05635,0.0245,0.07536,0.83183,0.99975,1,0.995,0.95127,0.99975,1,0.995,0.98038,0.27198,0.11602,0.04616,0.17685,0.62771,0.00010316,0.00010316,0.00010316
481,15510.4,0.08048,0.05056,0.02435,0.07451,0.83626,0.99975,1,0.995,0.95217,0.99975,1,0.995,0.98094,0.27156,0.11602,0.04689,0.17692,0.62764,9.92e-05,9.92e-05,9.92e-05
482,15543,0.08168,0.05822,0.02485,0.07586,0.84377,0.99975,1,0.995,0.95181,0.99975,1,0.995,0.98105,0.27222,0.11667,0.04659,0.17786,0.62837,9.524e-05,9.524e-05,9.524e-05
483,15575.4,0.08219,0.04996,0.02405,0.07497,0.83852,0.99975,1,0.995,0.95197,0.99975,1,0.995,0.97978,0.27247,0.11629,0.04583,0.17602,0.6285,9.128e-05,9.128e-05,9.128e-05
484,15607.8,0.07737,0.05739,0.02476,0.07312,0.84381,0.99975,1,0.995,0.95333,0.99975,1,0.995,0.98095,0.27141,0.11721,0.04474,0.17567,0.62752,8.732e-05,8.732e-05,8.732e-05
485,15639.8,0.07718,0.05157,0.02466,0.07343,0.83567,0.99975,1,0.995,0.95368,0.99975,1,0.995,0.9766,0.27139,0.11833,0.04465,0.17544,0.62732,8.336e-05,8.336e-05,8.336e-05
486,15672.1,0.07899,0.05385,0.02512,0.0751,0.83344,0.99975,1,0.995,0.95233,0.99975,1,0.995,0.97654,0.27072,0.11809,0.04457,0.17373,0.62648,7.94e-05,7.94e-05,7.94e-05
487,15704.3,0.07918,0.04974,0.02494,0.07548,0.8355,0.99975,1,0.995,0.95239,0.99975,1,0.995,0.97924,0.27197,0.11845,0.04485,0.17486,0.62781,7.544e-05,7.544e-05,7.544e-05
488,15736.9,0.07583,0.0549,0.0258,0.0732,0.83375,0.99975,1,0.995,0.9527,0.99975,1,0.995,0.97765,0.27189,0.12009,0.04551,0.17501,0.62823,7.148e-05,7.148e-05,7.148e-05
489,15768.9,0.07646,0.05639,0.02555,0.07267,0.83874,0.99976,1,0.995,0.95356,0.99976,1,0.995,0.97573,0.27007,0.12054,0.0451,0.17402,0.62651,6.752e-05,6.752e-05,6.752e-05
490,15801.3,0.07864,0.05643,0.02701,0.07495,0.83448,0.99975,1,0.995,0.95375,0.99975,1,0.995,0.97592,0.26835,0.12043,0.04502,0.17247,0.62499,6.356e-05,6.356e-05,6.356e-05
491,15841.5,0.07524,0.05273,0.0239,0.07288,0.83475,0.99975,1,0.995,0.95491,0.99975,1,0.995,0.97745,0.2674,0.12132,0.04547,0.17272,0.62411,5.96e-05,5.96e-05,5.96e-05
492,15874.1,0.07765,0.05251,0.02535,0.07361,0.83438,0.99975,1,0.995,0.95481,0.99975,1,0.995,0.97756,0.26691,0.12201,0.04608,0.17312,0.62411,5.564e-05,5.564e-05,5.564e-05
493,15906.1,0.07649,0.05236,0.02585,0.07234,0.83061,0.99975,1,0.995,0.95485,0.99975,1,0.995,0.97897,0.26688,0.12234,0.04657,0.17388,0.62515,5.168e-05,5.168e-05,5.168e-05
494,15939.9,0.07805,0.05511,0.02462,0.07385,0.83848,0.99975,1,0.995,0.95499,0.99975,1,0.995,0.98078,0.26694,0.12174,0.04665,0.17406,0.62518,4.772e-05,4.772e-05,4.772e-05
495,15974.9,0.07557,0.05019,0.02564,0.0711,0.83538,0.99975,1,0.995,0.95517,0.99975,1,0.995,0.98035,0.26773,0.12149,0.04681,0.17357,0.62554,4.376e-05,4.376e-05,4.376e-05
496,16006.6,0.07951,0.04937,0.02367,0.0739,0.83632,0.99975,1,0.995,0.95382,0.99975,1,0.995,0.98064,0.26763,0.12133,0.04652,0.17408,0.62492,3.98e-05,3.98e-05,3.98e-05
497,16038.1,0.0732,0.04798,0.02479,0.07118,0.83936,0.99975,1,0.995,0.95333,0.99975,1,0.995,0.98058,0.26754,0.12115,0.04633,0.17526,0.62453,3.584e-05,3.584e-05,3.584e-05
498,16070.2,0.07415,0.05241,0.02725,0.07157,0.839,0.99975,1,0.995,0.95175,0.99975,1,0.995,0.98053,0.26786,0.12035,0.04649,0.17766,0.62457,3.188e-05,3.188e-05,3.188e-05
499,16102.1,0.07581,0.05301,0.02527,0.0725,0.83203,0.99975,1,0.995,0.95047,0.99975,1,0.995,0.98054,0.26835,0.12054,0.04698,0.17926,0.62506,2.792e-05,2.792e-05,2.792e-05
500,16133.2,0.0754,0.05285,0.02606,0.07157,0.83429,0.99975,1,0.995,0.95159,0.99975,1,0.995,0.98058,0.26855,0.12061,0.04714,0.18009,0.62553,2.396e-05,2.396e-05,2.396e-05
